accession,normalization,neighbors,0,1,cluster,protein
>MN210211,,50,6.707949,15.762464,238,H13
>MN210220,,50,6.723954,15.7571535,238,H13
>MN210228,,50,6.692375,15.763982,238,H13
>MN210236,,50,6.7138767,15.756599,238,H13
>MN210244,,50,-3.9570968,17.728344,215,H16
>MN210252,,50,6.674469,15.7148075,238,H13
>CY130493,,50,-5.0489745,15.859884,215,H16
>CY130501,,50,-5.0123696,15.896302,215,H16
>CY130509,,50,-5.0075936,15.904566,215,H16
>CY130517,,50,-4.985724,15.926592,215,H16
>CY130340,,50,7.2355266,15.790863,238,H13
>MF146805,,50,-4.369939,16.213324,215,H16
>CY130086,,50,7.1156235,16.164724,238,H13
>AB292664,,50,7.0977426,16.21317,238,H13
>CY014694,,50,7.10872,16.181307,238,H13
>D90308,,50,7.109618,16.178787,238,H13
>CY195655,,50,-4.058047,17.376553,215,H16
>CY195663,,50,5.5870395,1.7177217,238,H13
>CY195833,,50,-4.1388135,17.46806,215,H16
>CY195841,,50,-4.1072507,17.51147,215,H16
>KF612959,,50,7.1028705,16.175974,238,H13
>MH501022,,50,-3.9489768,17.76653,215,H16
>MH501038,,50,-3.9708233,17.653608,215,H16
>MH501054,,50,11.664841,8.840549,47,H13
>CY130485,,50,-4.96973,15.940203,215,H16
>CY005933,,50,-4.7735143,16.091608,215,H16
>MK637080,,50,5.5161123,1.8451829,238,H13
>CY136606,,50,-4.7670946,16.102278,215,H16
>CY136729,,50,-4.823768,16.0773,215,H16
>JF775470,,50,15.351139,-3.652191,47,H13
>CY136590,,50,-4.803316,16.085608,215,H16
>CY144178,,50,-4.877285,16.032604,215,H16
>MH134728,,50,-11.437442,-7.0374737,215,H16
>MH134637,,50,-11.425036,-7.049784,215,H16
>MH134913,,50,-11.425305,-7.0495,215,H16
>MH134615,,50,-11.425316,-7.049483,215,H16
>MH498851,,50,-2.1907551,-7.1899962,47,H13
>MH499142,,50,6.1354203,1.320108,238,H13
>MH499186,,50,6.2180915,1.2255255,238,H13
>MH498919,,50,6.2295585,1.2032014,238,H13
>MH499244,,50,6.25397,1.1936831,238,H13
>MH498862,,50,6.247524,1.1847779,238,H13
>MH498888,,50,6.2730093,1.2152927,238,H13
>MH498698,,50,6.2862167,1.1643767,238,H13
>MH579147,,50,5.692274,1.5382389,238,H13
>MT407153,,50,-4.527249,17.563816,215,H16
>CY136614,,50,-4.767026,16.138332,215,H16
>CY136630,,50,-4.8054442,16.079826,215,H16
>CY127445,,50,-4.868908,16.034319,215,H16
>MK637221,,50,5.498841,1.8033494,238,H13
>MK637291,,50,5.4960947,1.827122,238,H13
>MK637376,,50,5.4739165,1.8299943,238,H13
>MK637356,,50,5.524773,1.7725925,238,H13
>MK637038,,50,5.4779058,1.7799453,238,H13
>MK637365,,50,5.527426,1.8240937,238,H13
>MK637396,,50,5.5209866,1.8306396,238,H13
>MK637116,,50,5.4874253,1.8057067,238,H13
>MK345840,,50,5.324333,1.6454067,238,H13
>MK345902,,50,-3.9828465,17.698202,215,H16
>MK345859,,50,-3.9807801,17.691917,215,H16
>MH501070,,50,-4.0029655,17.594374,215,H16
>MH068359,,50,5.4138665,1.6068512,238,H13
>MH068367,,50,5.4503736,1.6394892,238,H13
>MF694110,,50,-4.5533977,17.447803,215,H16
>CY128958,,50,5.701069,1.5372291,238,H13
>KT338601,,50,-6.7265286,14.480983,215,H16
>KJ907711,,50,7.1354065,15.783691,238,H13
>JX030406,,50,16.57857,-1.661006,238,H13
>CY125606,,50,-4.3013644,16.739565,215,H16
>MF147925,,50,13.985062,-7.00987,51,H13
>MN210308,,50,-3.9515293,17.727139,215,H16
>GQ907310,,50,7.33325,15.722658,238,H13
>GQ907318,,50,7.26565,15.728056,238,H13
>KT338585,,50,-6.709659,14.516002,215,H16
>MN783529,,50,5.3073044,1.4948515,238,H13
>MK627734,,50,5.635274,1.5921018,238,H13
>CY195647,,50,5.5258374,1.7312564,238,H13
>CY195801,,50,11.685853,8.85999,47,H13
>CY195809,,50,11.686767,8.859373,47,H13
>MH764096,,50,14.70558,9.128964,47,H13
>MH764104,,50,14.696913,9.120199,47,H13
>MH764112,,50,14.689765,9.112948,47,H13
>MH764120,,50,14.664504,9.088861,47,H13
>MH764128,,50,14.679868,9.103819,47,H13
>MH764136,,50,14.675346,9.099311,47,H13
>MH764144,,50,14.678793,9.102924,47,H13
>MH764152,,50,14.711745,9.135289,47,H13
>MH764160,,50,5.268366,1.5253327,238,H13
>MH764168,,50,5.2969556,1.5045491,238,H13
>MH764176,,50,14.676532,9.101565,47,H13
>MH764184,,50,14.687414,9.110743,47,H13
>MH764192,,50,14.73812,9.162004,47,H13
>MH764229,,50,5.3170724,1.4983329,238,H13
>MH764245,,50,5.326117,1.511308,238,H13
>MH764253,,50,5.332999,1.5021963,238,H13
>MH579205,,50,16.34618,-1.3171614,238,H13
>MK637241,,50,-3.959621,17.633839,215,H16
>CY145939,,50,5.7005816,1.5417389,238,H13
>MH501657,,50,5.578187,1.6999369,238,H13
>MH502494,,50,-4.141297,17.443247,215,H16
>MH502664,,50,5.445375,1.792135,238,H13
>MH733644,,50,-4.162696,17.450844,215,H16
>KF772956,,50,16.31981,-1.2917963,238,H13
>MH579323,,50,5.667839,1.5878687,238,H13
>MH578653,,50,16.345781,-1.331385,238,H13
>MH499147,,50,6.2571807,1.190221,238,H13
>CY005931,,50,16.31869,-1.3210133,238,H13
>EU030976,,50,-4.2944407,16.74911,215,H16
>CY130110,,50,-4.293225,16.746756,215,H16
>CY045383,,50,-4.2972465,16.750223,215,H16
>CY043888,,50,16.348734,-1.317445,238,H13
>CY043896,,50,16.375587,-1.3445914,238,H13
>KJ372720,,50,5.61163,1.5572395,238,H13
>MH499218,,50,-3.111546,-8.232233,47,H13
>MH498668,,50,-2.8749874,-7.2042646,47,H13
>MH498656,,50,-2.3148575,-7.2692966,47,H13
>MH499009,,50,-3.109608,-8.228731,47,H13
>MH499072,,50,-3.1063242,-8.227697,47,H13
>MH498671,,50,-2.142608,-7.153277,47,H13
>MF146200,,50,16.510023,-1.6225134,238,H13
>MF147792,,50,11.71266,8.9289,47,H13
>CY185497,,50,7.1356616,15.653086,238,H13
>CY185371,,50,7.2639394,15.781503,238,H13
>CY185625,,50,11.93526,8.972652,47,H13
>CY185601,,50,7.3230753,15.866245,238,H13
>CY185633,,50,12.015045,9.03864,47,H13
>CY185609,,50,7.092028,15.628711,238,H13
>CY185673,,50,7.3123355,15.778057,238,H13
>CY185665,,50,7.306869,15.760512,238,H13
>MH499091,,100,-6.5166764,5.867934,47,H13
>GQ907294,,100,4.0556264,23.353302,215,H16
>GQ907302,,100,6.893818,-4.6720433,238,H13
>MH498778,,100,-0.49202374,-4.286356,238,H13
>MH499127,,100,-6.432068,5.7960534,47,H13
>MH498752,,100,-6.496833,5.8679,47,H13
>MH499144,,100,-7.5715933,5.825251,47,H13
>MH499019,,100,-6.5467787,5.882294,47,H13
>MH498871,,100,-6.4662166,6.101846,47,H13
>MH499102,,100,-6.6518593,6.3737535,47,H13
>MH499225,,100,-6.577592,6.4329047,47,H13
>MF682848,,100,8.411653,0.057575878,238,H13
>CY138145,,100,3.8026643,24.296513,215,H16
>MF146968,,100,7.021243,-4.5936465,238,H13
>MF682898,,100,20.319921,-11.486082,88,H16
>KX979507,,100,1.7766825,3.4174209,47,H13
>KX977814,,100,7.1352043,-4.780764,238,H13
>KX978434,,100,20.812346,-12.249886,88,H16
>MF146992,,100,10.991458,-11.987088,58,H13
>KX979327,,100,8.7741785,-0.023940258,238,H13
>MF682741,,100,20.446754,-11.70737,88,H16
>MF682695,,100,9.327209,-8.879801,47,H13
>KX978155,,100,7.149297,-4.7921124,238,H13
>MF147689,,100,10.7894125,-10.551055,51,H13
>KX977721,,100,9.382205,-9.0529585,47,H13
>KX979051,,100,5.8250384,-1.9949695,47,H13
>MF694241,,100,7.387288,-7.2965426,47,H13
>MF147121,,100,20.530058,-11.808218,88,H16
>KX978985,,100,9.039636,-7.709895,51,H13
>KX978252,,100,20.506195,-11.799091,88,H16
>MF145970,,100,8.789662,-7.8370037,51,H13
>KX977943,,100,8.992562,-7.8782163,51,H13
>MF147266,,100,8.855072,-7.7605824,51,H13
>KX979504,,100,8.936759,-7.748801,51,H13
>KX979468,,100,9.007465,-7.8201723,51,H13
>KX978718,,100,9.034004,-7.833513,51,H13
>MF146166,,100,7.331774,-7.7358,51,H13
>KX978793,,100,7.350223,-7.710963,51,H13
>MF147313,,100,0.33732495,6.640375,47,H13
>KX979019,,100,1.7482593,3.4460728,47,H13
>KX977650,,100,4.151573,24.064743,215,H16
>MF147513,,100,20.854357,-12.29176,88,H16
>MF148049,,100,10.805577,-10.568256,51,H13
>KX977664,,100,5.839401,-1.980392,47,H13
>MF694057,,100,7.3892846,-7.2949133,47,H13
>KX978037,,100,7.330169,-7.7348814,51,H13
>MF145899,,100,7.3386135,-7.7311263,51,H13
>KX978433,,100,7.3555756,-7.711916,51,H13
>KX979591,,100,7.348399,-7.718907,51,H13
>KX978183,,100,7.9875135,-6.6321397,51,H13
>KX978539,,100,5.7893147,-7.7313967,55,H13
>MF147977,,100,11.086425,-12.247716,58,H13
>MF147208,,100,11.169063,-12.226373,58,H13
>MF146078,,100,0.37762904,6.600724,47,H13
>MF147927,,100,4.009329,23.312262,215,H16
>KX978913,,100,8.738405,0.0739759,238,H13
>MF147771,,100,10.985863,-12.17276,58,H13
>KX978308,,100,11.030175,-12.07807,58,H13
>MF146479,,100,11.169577,-12.13586,58,H13
>MF146534,,100,11.201977,-12.0796385,58,H13
>MF147740,,100,11.225113,-12.104179,58,H13
>MF146435,,100,11.090387,-12.202629,58,H13
>KX979088,,100,11.240919,-12.236555,58,H13
>MF147719,,100,10.997472,-11.968434,58,H13
>MF147553,,100,11.145982,-12.075757,58,H13
>MF146833,,100,11.283639,-12.227808,58,H13
>MF148122,,100,0.4154623,6.566215,47,H13
>MF145916,,100,1.7508425,3.4410546,47,H13
>KX979541,,100,8.764118,0.1311886,238,H13
>KX978398,,100,20.760525,-12.218169,88,H16
>MF146523,,100,11.139047,-12.03462,58,H13
>MF147007,,100,10.782574,-10.549106,51,H13
>MF145735,,100,11.196647,-12.154724,58,H13
>MF147558,,100,9.055119,-7.847172,51,H13
>KX977630,,100,9.0493965,-7.8490663,51,H13
>MF146431,,100,11.00665,-12.010523,58,H13
>MF146500,,100,8.978788,-7.8323965,51,H13
>MF147405,,100,11.148976,-12.046951,58,H13
>MF146583,,100,9.063986,-7.8545675,51,H13
>MF145859,,100,0.35269064,6.6071506,47,H13
>KX978997,,100,4.0018163,23.283699,215,H16
>KX977766,,100,4.054348,23.321169,215,H16
>MF147101,,100,11.029421,-12.103023,58,H13
>MF147981,,100,5.770919,-2.0455587,47,H13
>MF146410,,100,4.0153766,23.303934,215,H16
>MF147814,,100,11.124286,-12.061858,58,H13
>KX978686,,100,5.737509,-2.0757263,47,H13
>KX978083,,100,20.470787,-11.736797,88,H16
>MF575214,,100,20.835705,-12.276637,88,H16
>MF145897,,100,11.111292,-12.085607,58,H13
>MF146531,,100,5.7234282,-2.0907154,47,H13
>MF146229,,100,0.32139614,6.56502,47,H13
>KX978076,,100,8.601588,0.11215735,238,H13
>MF147189,,100,11.093161,-12.066268,58,H13
>KX979090,,100,5.7837753,-2.038115,47,H13
>KX978980,,100,8.804131,0.10533513,238,H13
>MF147647,,100,10.829831,-10.585026,51,H13
>MF146608,,100,4.2760034,23.978966,215,H16
>MF146148,,100,4.042794,23.308767,215,H16
>MF148130,,100,11.039191,-12.187177,58,H13
>KX979063,,100,8.837671,-0.14941913,238,H13
>MF147797,,100,1.7568007,3.4371634,47,H13
>MF146087,,100,7.1219654,-4.756561,238,H13
>KX977772,,100,9.083427,-7.9022613,51,H13
>MF694026,,100,7.3622727,-7.2504373,47,H13
>MF682696,,100,1.8006052,3.403435,47,H13
>MF146063,,100,11.114292,-12.112802,58,H13
>MF959992,,100,20.536482,-11.794034,88,H16
>MF147878,,100,11.057491,-12.063509,58,H13
>KX978709,,100,4.080556,23.36147,215,H16
>MF575026,,100,20.851948,-12.290967,88,H16
>MF145799,,100,10.858389,-10.829825,51,H13
>MF146268,,100,4.029892,23.323765,215,H16
>KX977887,,100,11.055841,-12.034697,58,H13
>KX978812,,100,9.360878,-9.034839,47,H13
>MF147255,,100,0.6852856,6.375287,47,H13
>MF103719,,100,20.44096,-11.73005,88,H16
>MF147679,,100,11.183904,-12.115274,58,H13
>MF147919,,100,9.357771,-9.033863,47,H13
>MF147715,,100,20.465971,-11.716187,88,H16
>KX977702,,100,11.084059,-12.10731,58,H13
>KX978026,,100,9.363261,-9.040352,47,H13
>MF147314,,100,20.540295,-10.172109,88,H16
>MF146397,,100,4.0270853,23.338285,215,H16
>MF147342,,100,10.803153,-10.553185,51,H13
>KX978072,,100,5.780002,-2.0390384,47,H13
>MF146654,,100,20.560724,-10.154412,88,H16
>KX978876,,100,8.796605,0.051638585,238,H13
>MF146675,,100,20.807278,-12.2401905,88,H16
>MF146953,,100,10.785799,-10.546688,51,H13
>MF146238,,100,20.443172,-10.082161,88,H16
>KX977785,,100,20.452236,-11.709101,88,H16
>MF146920,,100,20.781698,-12.20092,88,H16
>MF147705,,100,9.053154,-7.782976,51,H13
>KX979165,,100,5.757102,-2.0579433,47,H13
>MF146193,,100,20.48273,-10.18892,88,H16
>KX979544,,100,8.619344,-0.038517684,238,H13
>KX979432,,100,20.754818,-12.171462,88,H16
>MF146506,,100,11.0987625,-12.111025,58,H13
>KX978504,,100,5.775273,-2.039772,47,H13
>MF682763,,100,20.336323,-11.37536,88,H16
>MF146414,,100,1.7547616,3.439164,47,H13
>KX978612,,100,4.0829926,24.111801,215,H16
>MF146473,,100,10.78323,-10.543302,51,H13
>KX977620,,100,5.8365874,-1.9842851,47,H13
>MF694124,,100,20.416105,-11.613709,88,H16
>MF146174,,100,0.32765692,6.6374393,47,H13
>MF145738,,100,20.826363,-12.272195,88,H16
>MF146800,,100,11.094166,-12.050676,58,H13
>MF682757,,100,0.7070529,6.3445244,47,H13
>KX979380,,100,8.7626705,-0.082381904,238,H13
>MF147961,,100,20.846785,-12.286841,88,H16
>MF147302,,100,9.063461,-7.8511963,51,H13
>MF575089,,100,5.7635326,-2.0501962,47,H13
>MF682685,,100,20.572777,-10.163839,88,H16
>MF682661,,100,0.352846,6.6245804,47,H13
>KX979111,,100,3.9289558,23.996557,215,H16
>MF146858,,100,8.979945,-7.76093,51,H13
>KX978441,,100,5.7703815,-2.0458038,47,H13
>MF148040,,100,20.51595,-10.16776,88,H16
>KX978020,,100,1.7556188,3.4387887,47,H13
>MF146352,,100,20.82953,-12.269201,88,H16
>KX979200,,100,11.151995,-12.151333,58,H13
>MF575196,,100,5.7923408,-2.0241318,47,H13
>MF682843,,100,0.7257101,6.3151765,47,H13
>MF682838,,100,20.503077,-10.146305,88,H16
>MF682844,,100,8.775972,0.08526552,238,H13
>MF147682,,100,20.852497,-12.292052,88,H16
>MF146167,,100,9.041957,-7.82395,51,H13
>MF575309,,100,5.764933,-2.0494356,47,H13
>KX979094,,100,20.466356,-11.7106905,88,H16
>MF147197,,100,9.062721,-7.8520994,51,H13
>KX978735,,100,5.732355,-2.084519,47,H13
>MF147982,,100,20.540623,-10.272587,88,H16
>MF147594,,100,1.7807046,3.4134698,47,H13
>MF147122,,100,11.120034,-12.144274,58,H13
>MF575190,,100,20.482567,-11.695244,88,H16
>MF146360,,100,0.36972815,6.6078353,47,H13
>KX978043,,100,1.8204149,3.373722,47,H13
>MF146714,,100,4.096189,23.389608,215,H16
>MF147911,,100,11.108467,-12.1415,58,H13
>MF148148,,100,9.367045,-9.036611,47,H13
>MF148103,,100,1.7684392,3.425465,47,H13
>MF147940,,100,11.110726,-12.043046,58,H13
>MF148072,,100,0.38697276,6.591781,47,H13
>MF147735,,100,7.094648,-4.753609,238,H13
>MF146672,,100,8.157284,-8.879226,51,H13
>KX978929,,100,8.81116,-0.09873632,238,H13
>MF146970,,100,0.33019102,6.6458254,47,H13
>MF959989,,100,1.7577955,3.436244,47,H13
>KX977869,,100,7.086453,-4.7231526,238,H13
>MF146383,,100,10.786927,-10.546183,51,H13
>MF693939,,100,20.343754,-11.51385,88,H16
>MF146828,,100,20.50609,-10.226094,88,H16
>MF147673,,100,8.153759,-8.909299,51,H13
>MF146643,,100,20.559616,-10.134636,88,H16
>MF145921,,100,8.121643,-8.860415,51,H13
>MF145764,,100,20.580475,-10.128846,88,H16
>KX978470,,100,8.147841,-8.908953,51,H13
>MF147698,,100,8.204751,-8.941519,51,H13
>MF146202,,100,0.64079547,6.422348,47,H13
>MF146594,,100,8.164119,-8.92328,51,H13
>MF146076,,100,20.493166,-10.217007,88,H16
>MF146496,,100,8.146794,-8.880789,51,H13
>MF146816,,100,20.51843,-10.195037,88,H16
>MF145843,,100,8.153403,-8.917711,51,H13
>MF146537,,100,20.569536,-10.132504,88,H16
>KX978071,,100,8.200968,-8.924491,51,H13
>MF147537,,100,8.150405,-8.919148,51,H13
>MF146211,,100,8.189485,-8.872348,51,H13
>MF682767,,100,20.340752,-11.511172,88,H16
>MF145989,,100,0.36538452,6.6117945,47,H13
>MF146421,,100,1.7445924,3.449475,47,H13
>MF145955,,100,7.082005,-4.769694,238,H13
>MF146395,,100,11.081202,-12.108024,58,H13
>KX978369,,100,5.7628713,-2.052091,47,H13
>MF693921,,100,20.402674,-11.616205,88,H16
>MK192316,,100,20.405275,-11.639693,88,H16
>MF145888,,100,19.46001,-11.875293,88,H16
>MF146634,,100,-2.4878764,5.0257783,51,H13
>MF148145,,100,-2.462692,5.000532,51,H13
>KX977670,,100,-2.4334538,4.9713864,51,H13
>MF146769,,100,19.486326,-11.911963,88,H16
>MF147610,,100,-2.4628403,5.0010366,51,H13
>MF147728,,100,20.547512,-10.168122,88,H16
>MF145811,,100,-2.494118,5.032317,51,H13
>MF147656,,100,5.7471585,-7.8858805,55,H13
>MF146014,,100,20.506964,-10.17411,88,H16
>MF147422,,100,5.8315406,-7.8033156,55,H13
>MF146085,,100,19.515186,-11.882108,88,H16
>MF147944,,100,5.8227243,-7.743777,55,H13
>MF575228,,100,0.6381098,6.4179096,47,H13
>MF575118,,100,20.542574,-10.178308,88,H16
>MF146043,,100,5.8044176,-7.7774878,55,H13
>MF147239,,100,19.48585,-11.915436,88,H16
>MF147717,,100,5.8644876,-7.8332872,55,H13
>MF575207,,100,8.743035,-0.03886447,238,H13
>MF146566,,100,0.38401434,6.5941787,47,H13
>MF147945,,100,1.7818681,3.4126284,47,H13
>KX979279,,100,7.107284,-4.7488437,238,H13
>MF146111,,100,20.753975,-12.169776,88,H16
>MF146975,,100,11.098708,-12.080632,58,H13
>MF146245,,100,9.320181,-8.880273,47,H13
>MF694199,,100,7.3783674,-7.275673,47,H13
>MF146436,,100,19.47513,-11.900007,88,H16
>MF147750,,100,5.8399196,-7.78717,55,H13
>MF682709,,100,19.496202,-11.906199,88,H16
>MF147841,,100,-2.4572642,4.995408,51,H13
>MF147547,,100,20.5681,-10.15991,88,H16
>MF146710,,100,5.8303113,-7.7989683,55,H13
>KX979453,,100,20.266953,-10.692232,88,H16
>MF146214,,100,-2.472362,5.0104985,51,H13
>MF147491,,100,0.81153506,6.255544,47,H13
>MF147469,,100,8.1472225,-8.876155,51,H13
>MF682781,,100,0.70380706,6.355273,47,H13
>KX977811,,100,8.165141,-8.909969,51,H13
>MF146391,,100,0.71134585,6.3474298,47,H13
>MF146872,,100,-2.5015097,5.0400553,51,H13
>MF146670,,100,0.75120217,6.3106923,47,H13
>MF145901,,100,-2.4711297,5.0091887,51,H13
>MF145978,,100,0.67904943,6.3748884,47,H13
>MF146441,,100,-2.47198,5.0102987,51,H13
>MF145725,,100,19.49721,-11.901441,88,H16
>KX978831,,100,-2.4504707,4.98852,51,H13
>KR087564,,100,8.720236,0.1674483,238,H13
>MF147289,,100,8.741525,0.08911111,238,H13
>MF682666,,100,7.126126,-4.767229,238,H13
>MF575109,,100,20.778837,-12.198277,88,H16
>MF145876,,100,11.076289,-12.086839,58,H13
>KX977868,,100,9.324361,-8.900257,47,H13
>MF147493,,100,5.7967362,-2.0229154,47,H13
>MF694207,,100,7.3896933,-7.2762294,47,H13
>MF146424,,100,0.7382467,6.320337,47,H13
>MF146204,,100,8.184366,-8.880566,51,H13
>MF145709,,100,5.8192034,-7.7803006,55,H13
>KX978101,,100,5.895812,-7.865081,55,H13
>MF682721,,100,0.40822783,6.572632,47,H13
>MF682880,,100,0.7683346,6.2943683,47,H13
>MF147965,,100,5.8163323,-7.7854347,55,H13
>MF146501,,100,0.71224034,6.3471518,47,H13
>MF148047,,100,-2.4754653,5.013851,51,H13
>MF147192,,100,20.506186,-10.2065525,88,H16
>MF147095,,100,5.841853,-7.773537,55,H13
>MF146737,,100,20.554335,-10.223068,88,H16
>KX978834,,100,8.176585,-8.884394,51,H13
>MF146931,,100,19.486765,-11.910078,88,H16
>MF146562,,100,5.846072,-7.8160076,55,H13
>MF146836,,100,20.496925,-10.223956,88,H16
>MF146693,,100,5.821794,-7.8015304,55,H13
>MF147849,,100,19.507568,-11.888717,88,H16
>MF147375,,100,5.836267,-7.78955,55,H13
>MF575016,,100,0.39773217,6.585012,47,H13
>MF147869,,100,8.747998,0.13169375,238,H13
>KX979026,,100,7.092706,-4.7434483,238,H13
>MF146964,,100,10.788005,-10.548027,51,H13
>MF147858,,100,9.330889,-8.899205,47,H13
>KX978275,,100,9.366059,-9.041522,47,H13
>MF693954,,100,7.39885,-7.303577,47,H13
>MF146060,,100,19.499325,-11.898345,88,H16
>MF147078,,100,5.871637,-7.8319273,55,H13
>KX977730,,100,20.36022,-10.533378,88,H16
>KX977728,,100,9.201611,-7.929566,51,H13
>MF146767,,100,20.509459,-10.208573,88,H16
>KX979079,,100,9.026296,-7.8054433,51,H13
>KX979576,,100,0.6149383,6.4286604,47,H13
>KX977618,,100,9.009395,-7.7863765,51,H13
>MF147070,,100,20.530014,-10.179135,88,H16
>MF146502,,100,8.958966,-7.7447248,51,H13
>MF146577,,100,20.523746,-10.201216,88,H16
>KX979040,,100,5.8386846,-7.792152,55,H13
>MF145996,,100,0.5715866,6.456136,47,H13
>KX979045,,100,8.938991,-7.7769103,51,H13
>MF147363,,100,0.5625411,6.472413,47,H13
>KX978218,,100,9.041123,-7.8277173,51,H13
>MF148111,,100,19.502903,-11.894913,88,H16
>MF146309,,100,7.9792905,-6.6439633,51,H13
>KX978340,,100,0.3732411,6.603114,47,H13
>KX978293,,100,1.7699307,3.424289,47,H13
>KX978651,,100,4.019111,23.279121,215,H16
>MF575308,,100,11.069708,-12.072792,58,H13
>MF146285,,100,9.325539,-8.887725,47,H13
>MF694046,,100,7.396486,-7.3059726,47,H13
>MF682647,,100,0.70164055,6.3592806,47,H13
>MF147768,,100,7.98747,-6.6371818,51,H13
>MF147657,,100,19.488232,-11.906731,88,H16
>MF147484,,100,7.999959,-6.6247787,51,H13
>KX978323,,100,20.25718,-10.716953,88,H16
>KX978027,,100,7.991251,-6.6286635,51,H13
>MF682816,,100,9.127616,-7.908143,51,H13
>MF146344,,100,9.189922,-7.9569383,51,H13
>MF147573,,100,7.9894896,-6.6284256,51,H13
>MF147559,,100,7.9717965,-6.633843,51,H13
>KX979456,,100,20.430258,-11.781405,88,H16
>KX978937,,100,7.9877715,-6.6351023,51,H13
>KX978955,,100,20.461924,-11.778987,88,H16
>KX978911,,100,8.701536,-7.934637,51,H13
>CY185513,,100,8.209503,-8.313569,47,H13
>CY185569,,100,8.537449,-0.008773969,238,H13
>CY185529,,100,8.277068,-8.3952465,47,H13
>CY185537,,100,8.243336,-8.36169,47,H13
>CY185585,,100,4.098427,23.392883,215,H16
>CY185553,,100,8.237812,-8.31901,47,H13
>CY185489,,100,8.751158,0.039821863,238,H13
>CY185657,,100,9.245973,-8.767102,47,H13
>CY077000,,100,6.9690704,-4.65396,238,H13
>CY184471,,100,6.9811635,-4.710264,238,H13
>CY184488,,100,7.0145826,-4.766563,238,H13
>MF461180,,100,8.594742,-0.040189415,238,H13
>MF461188,,100,7.9966497,-7.6067796,47,H13
>MH201562,,100,8.441745,-0.09519502,238,H13
>MH201570,,100,7.9656243,-7.610625,47,H13
>MH498730,,100,-7.5895853,5.777203,47,H13
>MH499037,,100,-0.5160624,-4.2932987,238,H13
>MH498904,,100,-26.259789,6.57348,215,H16
>CY177441,,100,4.683312,24.164755,215,H16
>MH158642,,100,-26.25981,6.5734553,215,H16
>MH894208,,100,7.956168,-7.6430054,47,H13
>LC339627,,100,8.728066,-0.22868748,238,H13
>AB937721,,100,3.702294,24.160273,215,H16
>LC339707,,100,4.2416573,23.459148,215,H16
>CY195637,,100,8.45311,0.08654427,238,H13
>AB284988,,100,8.641476,-0.27528572,238,H13
>AB285094,,100,8.641951,-0.14478394,238,H13
>MK627644,,100,3.9615576,24.27883,215,H16
>MK696134,,100,-0.78598475,-3.5609713,238,H13
>MH499011,,100,-6.582776,5.915359,47,H13
>MH499177,,100,-7.5550776,5.7759547,47,H13
>CY176997,,100,4.7024946,24.192698,215,H16
>MH134833,,100,-26.270634,6.5626364,215,H16
>MH499208,,100,-6.5826306,6.4071674,47,H13
>MH498711,,100,-7.612096,5.8211274,47,H13
>MH488120,,100,-6.9964333,5.9031577,47,H13
>MH499005,,100,-6.5368414,6.4997478,47,H13
>MH498759,,100,-6.4843764,5.8520126,47,H13
>MH499032,,100,-7.552469,5.814577,47,H13
>MH498707,,100,-7.6065555,5.782775,47,H13
>MH498866,,100,-6.9607244,5.9240375,47,H13
>MH499141,,100,-6.5030937,5.8924727,47,H13
>MH498664,,100,-6.5838404,6.4569807,47,H13
>MH498977,,100,-6.6234426,6.4464164,47,H13
>MH498985,,100,-6.571304,6.4394917,47,H13
>MH499049,,100,-6.5637174,5.9235635,47,H13
>MH498694,,100,-6.5360627,6.389605,47,H13
>MH498660,,100,-7.5659,5.792126,47,H13
>MH498719,,100,-6.479328,6.1349645,47,H13
>MH499238,,100,-0.49770254,-4.2485313,238,H13
>MH498845,,100,-6.9679284,5.903836,47,H13
>MH499112,,100,-7.093102,5.867498,47,H13
>MH498641,,100,-6.533292,5.8964944,47,H13
>MH499194,,100,-6.997304,5.9028597,47,H13
>MH498654,,100,-6.9423757,5.9274254,238,H13
>MH499085,,100,-6.6054935,6.445789,47,H13
>MH134652,,100,-26.260506,6.5727606,215,H16
>MH596987,,100,-0.7355066,-3.5570104,238,H13
>CY240828,,100,3.8584077,24.655424,215,H16
>CY240896,,100,3.9537392,24.67713,215,H16
>CY240948,,100,3.9475198,24.608587,215,H16
>CY241634,,100,3.959737,24.651842,215,H16
>MH346972,,100,-7.089934,5.85315,47,H13
>KR010435,,100,8.50491,-0.08470017,238,H13
>KX979488,,100,4.0795326,24.131144,215,H16
>MF147061,,100,4.192194,23.884304,215,H16
>MF693968,,100,4.058511,24.06284,215,H16
>MF147450,,100,4.0133066,24.01833,215,H16
>MH134702,,100,-26.260283,6.5729804,215,H16
>MH134685,,100,-26.260096,6.573168,215,H16
>MH498978,,100,-6.585788,5.8520546,47,H13
>MH499057,,100,-6.637202,5.8763103,47,H13
>MH498647,,100,-7.556023,5.7698708,47,H13
>MH498793,,100,-6.70403,5.9703364,47,H13
>MH498930,,100,-6.539161,5.875618,47,H13
>MH499107,,100,-6.5931234,6.4333787,47,H13
>MH499041,,100,-6.6466947,5.902848,47,H13
>MH499155,,100,-6.518219,5.8896966,47,H13
>MH499132,,100,-6.6581597,5.859205,47,H13
>MH499078,,100,-6.509153,6.0971894,47,H13
>MH499160,,100,-6.967042,5.9225574,47,H13
>CY149340,,100,3.9360409,24.220778,215,H16
>MN210139,,100,8.094263,-0.058733717,238,H13
